ASV;240;66;0
AFV;241;5;0
ASV;242;46;1
AGV;243;58;0
AGV;244;19;0
ASV;245;30;0
ASV;246;100;1
ASV;247;18;0
ASV;248;11;0
AGV;249;69;0
AUV;250;82;1
AGV;251;72;0
AGV;252;90;0
AGV;253;41;0
ASV;254;37;1
AFV;255;69;1
AGV;256;0;1
ASV;257;43;0
AGV;258;67;0
AFV;259;70;0
AFV;260;83;0
AUV;261;0;0
AUV;262;22;0
AUV;263;62;0
AGV;264;87;1
ASV;265;67;0
AFV;266;23;0
AUV;267;40;1
AFV;268;27;0
ASV;269;25;0
AGV;270;35;0
AFV;271;69;1
AFV;272;72;1
AGV;273;12;1
ASV;274;8;0
AGV;275;66;0
AGV;276;96;0
AGV;277;35;1
AFV;278;50;1
AUV;279;60;1
AFV;280;86;0
ASV;281;88;1
AFV;282;21;1
AGV;283;87;0
AFV;284;47;0
AUV;285;62;1
AFV;286;25;0
AUV;287;56;0
AUV;288;85;0
AGV;289;44;1
AUV;290;95;1
AUV;291;84;1
AUV;292;81;0
AUV;293;49;1
AGV;294;56;1
ASV;295;9;1
AFV;296;65;0
AGV;297;19;0
AGV;298;59;1
ASV;299;34;1
AFV;300;77;1
ASV;301;31;0
AFV;302;68;1
AGV;303;91;1
AUV;304;87;1
AUV;305;44;0
AGV;306;65;1
AGV;307;50;0
AFV;308;78;1
AGV;309;48;0
AGV;310;39;0
AFV;311;30;0
ASV;312;52;0
AGV;313;41;0
ASV;314;22;0
ASV;315;96;0
AFV;316;19;0
AUV;317;4;1
AFV;318;4;1
AFV;319;96;1
AUV;320;3;1
AGV;321;84;1
ASV;322;90;0
AFV;323;5;1
ASV;324;47;0
ASV;325;40;1
AFV;326;31;1
AUV;327;19;0
AUV;328;54;0
AGV;329;73;0
AUV;330;65;0
AFV;331;56;1
AUV;332;72;1
ASV;333;29;1
AFV;334;30;1
AFV;335;99;1
AFV;336;60;0
AFV;337;50;0
ASV;338;1;1
AFV;339;55;1
AFV;340;98;1
ASV;341;22;0
ASV;342;49;1
AUV;343;87;1
AUV;344;85;1
AUV;345;77;0
ASV;346;52;1
ASV;347;14;0
AGV;348;10;0
AGV;349;58;1
AGV;350;3;0
AGV;351;8;1
AUV;352;69;1
AGV;353;61;1
AFV;354;39;0
AFV;355;80;0
AGV;356;62;0
AFV;357;61;0
AUV;358;29;0
AFV;359;51;1
AUV;360;85;1
AFV;361;20;0
ASV;362;60;0
AUV;363;54;1
ASV;364;64;0
ASV;365;77;0
AUV;366;63;0
AUV;367;63;1
AGV;368;31;1
ASV;369;76;0
AUV;370;39;0
ASV;371;13;0
AFV;372;27;1
AFV;373;7;1
AFV;374;26;0
ASV;375;52;0
ASV;376;37;1
AFV;377;76;0
AUV;378;68;0
ASV;379;74;0
ASV;380;27;1
AUV;381;24;1
AUV;382;57;0
AUV;383;0;1
AUV;384;74;1
AGV;385;67;0
AFV;386;52;0
AFV;387;18;1
ASV;388;41;1
AGV;389;40;1
AFV;390;33;0
AFV;391;38;0
ASV;392;0;0
AFV;393;8;1
AFV;394;82;1
ASV;395;79;0
AGV;396;48;1
ASV;397;61;1
ASV;398;74;1
AGV;399;99;1
AGV;400;12;0
ASV;401;93;1
AGV;402;40;1
ASV;403;97;0
AFV;404;71;1
ASV;405;45;0
AFV;406;88;0
ASV;407;30;0
AFV;408;97;1
ASV;409;72;0
AUV;410;55;0
AFV;411;52;0
AFV;412;90;0
AGV;413;25;1
AUV;414;95;1
AUV;415;34;1
AUV;416;76;1
AUV;417;85;0
ASV;418;85;0
AUV;419;10;0
AUV;420;38;0
AFV;421;12;0
AFV;422;17;1
AGV;423;87;0
AGV;424;73;1
AFV;425;86;0
AUV;426;48;1
AGV;427;86;1
AGV;428;98;1
AGV;429;38;1
AFV;430;68;0
AGV;431;4;1
AGV;432;47;1
ASV;433;51;0
AUV;434;93;0
ASV;435;56;0
AFV;436;37;1
AFV;437;82;0
ASV;438;58;1
AUV;439;82;0
AGV;440;3;1
AFV;441;19;0
ASV;442;97;0
ASV;443;77;1
AUV;444;30;1
AGV;445;7;1
AGV;446;79;0
AFV;447;98;0
AUV;448;57;0
AFV;449;28;0
AUV;450;39;1
ASV;451;81;0
AFV;452;92;1
AUV;453;88;0
AGV;454;81;1
AGV;455;75;1
AFV;456;70;0
AUV;457;27;1
ASV;458;23;1
AUV;459;70;1
AFV;460;5;1
AUV;461;31;1
ASV;462;76;1
AUV;463;5;1
ASV;464;89;1
ASV;465;45;0
AUV;466;8;1
AFV;467;78;0
ASV;468;92;0
AGV;469;22;0
AFV;470;32;1
AUV;471;91;1
AUV;472;1;1
AGV;473;90;1
AFV;474;44;0
AGV;475;69;0
AFV;476;45;1
AUV;477;35;1
AUV;478;59;0
AUV;479;65;1
AUV;480;35;1
AGV;481;66;1
AGV;482;89;0
AUV;483;41;0
AUV;484;24;0
AUV;485;82;1
AFV;486;43;0
ASV;487;35;1
ASV;488;94;0
AGV;489;41;1
ASV;490;79;1
AGV;491;36;0
AFV;492;98;0
AGV;493;98;0
AFV;494;75;1
ASV;495;77;1
AUV;496;40;1
AFV;497;20;1
AUV;498;60;0
AUV;499;81;0
ASV;500;35;1
ASV;501;51;1
AFV;502;21;0
ASV;503;23;0
AGV;504;30;1
AUV;505;73;1
AUV;506;95;1
AUV;507;22;1
ASV;508;20;1
AUV;509;3;0
AFV;510;8;0
ASV;511;57;0
ASV;512;45;0
ASV;513;69;1
ASV;514;6;1
AGV;515;8;0
AUV;516;63;1
AFV;517;50;0
ASV;518;68;0
AGV;519;66;0
AGV;520;100;1
AFV;521;63;1
AGV;522;17;1
AFV;523;24;0
AFV;524;62;0
AGV;525;89;0
AUV;526;23;1
AUV;527;70;0
AUV;528;75;0
AFV;529;92;0
ASV;530;53;0
AFV;531;29;0
AGV;532;97;0
AFV;533;48;0
AFV;534;37;1
AUV;535;31;1
AFV;536;84;1
ASV;537;15;1
AFV;538;29;1
AFV;539;52;1
AUV;540;78;0
AUV;541;32;0
AFV;542;27;0
AGV;543;94;1
ASV;544;9;1
AGV;545;84;0
AFV;546;57;1
AGV;547;67;1
AGV;548;36;1
AGV;549;92;0
AFV;550;61;0
AGV;551;21;1
AGV;552;59;0
ASV;553;25;0
ASV;554;40;1
AUV;555;87;0
AGV;556;46;1
ASV;557;83;1
AUV;558;52;1
AUV;559;95;0
ASV;560;66;1
AGV;561;33;0
AGV;562;98;1
ASV;563;69;0
AGV;564;75;1
AUV;565;94;1
AGV;566;72;0
ASV;567;100;0
ASV;568;90;1
AFV;569;48;1
AGV;570;99;0
AFV;571;35;0
AUV;572;68;0
AFV;573;1;0
ASV;574;100;0
AFV;575;16;0
AFV;576;3;0
ASV;577;5;1
ASV;578;80;1
ASV;579;1;0
AFV;580;76;0
AGV;581;20;1
AUV;582;100;1
AGV;583;91;1
AGV;584;20;0
ASV;585;40;1
AGV;586;92;1
ASV;587;51;1
AGV;588;80;0
AFV;589;41;1
AGV;590;14;0
ASV;591;42;1
AUV;592;60;0
AGV;593;59;1
AGV;594;11;0
AGV;595;21;1
AUV;596;97;0
AFV;597;24;1
AFV;598;82;1
AFV;599;39;1
ASV;600;73;0
AFV;601;44;0
AFV;602;91;1
AUV;603;75;0
AFV;604;23;0
AFV;605;88;0
AGV;606;65;1
AFV;607;9;0
ASV;608;52;1
AGV;609;80;1
AFV;610;34;0
AUV;611;0;0
ASV;612;83;1
AGV;613;46;1
AGV;614;96;0
AFV;615;71;1
AFV;616;100;0
AFV;617;61;0
AFV;618;9;0
ASV;619;98;0
AGV;620;69;1
AUV;621;66;1
AGV;622;17;0
AUV;623;44;0
AUV;624;88;0
AFV;625;27;1
ASV;626;12;0
AFV;627;86;0
AGV;628;82;1
ASV;629;9;0
AUV;630;91;0
AFV;631;6;0
AUV;632;78;1
AFV;633;48;0
AFV;634;60;0
AFV;635;3;0
ASV;636;75;1
ASV;637;5;0
ASV;638;75;0
AFV;639;24;0
AGV;640;98;0
AGV;641;79;1
AFV;642;33;0
AUV;643;96;0
AGV;644;56;1
AFV;645;63;0
AFV;646;93;0
AFV;647;93;1
AGV;648;56;1
AUV;649;88;1
AFV;650;5;0
AUV;651;95;1
ASV;652;35;1
AUV;653;61;1
AGV;654;90;0
AUV;655;54;1
ASV;656;21;0
ASV;657;41;1
AFV;658;87;1
AUV;659;96;0
AFV;660;72;1
AUV;661;35;0
AGV;662;20;1
AUV;663;23;1
AFV;664;30;1
AFV;665;36;1
AUV;666;25;1
ASV;667;38;1
AUV;668;55;1
AFV;669;74;1
AGV;670;22;0
AFV;671;98;0
ASV;672;66;0
AUV;673;54;0
AFV;674;40;0
AUV;675;11;0
AUV;676;77;0
AGV;677;20;1
AGV;678;50;1
AFV;679;14;1
AGV;680;7;1
AGV;681;10;1
AUV;682;23;1
AFV;683;11;1
AGV;684;28;1
AGV;685;39;0
AFV;686;81;1
AFV;687;70;0
AGV;688;39;0
AFV;689;37;1
AGV;690;54;1
AFV;691;17;0
AFV;692;87;0
AUV;693;31;1
AGV;694;50;0
AFV;695;13;0
AUV;696;13;0
AFV;697;54;0
AGV;698;85;1
AUV;699;96;1
AGV;700;28;1
AGV;701;30;1
AUV;702;83;0
AUV;703;31;0
ASV;704;30;1
AUV;705;33;0
ASV;706;63;0
ASV;707;13;1
AGV;708;33;0
AFV;709;97;1
AUV;710;5;0
AGV;711;37;0
AUV;712;81;0
AUV;713;25;0
AUV;714;4;1
ASV;715;66;1
ASV;716;71;1
AFV;717;69;1
AFV;718;83;1
ASV;719;10;1
AGV;720;42;1
AGV;721;54;1
AGV;722;71;0
AGV;723;17;1
AFV;724;90;1
AFV;725;20;0
AGV;726;52;1
ASV;727;7;1
ASV;728;46;1
AGV;729;51;0
AUV;730;59;0
AFV;731;62;1
AGV;732;35;1
ASV;733;9;1
AUV;734;25;0
ASV;735;73;1
AFV;736;47;1
ASV;737;91;1
AFV;738;54;0
AUV;739;84;0
ASV;740;58;0
AFV;741;7;0
AFV;742;5;1
ASV;743;84;0
ASV;744;55;0
AGV;745;76;0
AGV;746;95;1
AGV;747;49;0
AGV;748;80;0
AGV;749;14;0
AGV;750;22;0
AUV;751;30;1
AUV;752;31;0
AUV;753;91;0
AUV;754;58;0
AGV;755;57;0
ASV;756;1;1
AFV;757;79;1
AUV;758;83;0
AFV;759;35;0
AGV;760;1;1
AFV;761;70;1
AFV;762;43;0
AUV;763;37;1
AGV;764;81;0
AGV;765;88;0
AUV;766;57;0
AUV;767;83;0
ASV;768;4;0
AUV;769;68;0
ASV;770;7;0
ASV;771;55;1
ASV;772;67;1
AUV;773;20;0
AGV;774;75;1
AUV;775;65;1
AUV;776;24;1
AGV;777;88;0
AGV;778;1;0
AFV;779;10;0
AFV;780;84;1
ASV;781;75;0
ASV;782;87;1
AFV;783;54;0
ASV;784;53;0
ASV;785;14;1
AGV;786;83;0
AGV;787;36;0
AFV;788;54;1
AUV;789;65;0
AGV;790;99;1
AUV;791;94;0
ASV;792;55;0
ASV;793;16;0
AFV;794;76;0
AUV;795;57;0
AUV;796;20;0
AFV;797;72;0
ASV;798;62;1
AUV;799;36;1
AUV;800;67;0
AUV;801;15;0
AUV;802;16;1
AUV;803;40;1
AGV;804;26;1
ASV;805;14;0
AGV;806;40;0
AUV;807;48;1
AUV;808;31;0
AGV;809;91;1
AFV;810;21;0
AGV;811;85;0
AGV;812;13;0
AFV;813;64;1
ASV;814;55;0
AGV;815;64;1
AGV;816;96;1
AFV;817;9;0
ASV;818;19;1
AGV;819;34;1
ASV;820;10;1
AGV;821;52;0
AUV;822;85;0
AGV;823;16;0
ASV;824;23;0
ASV;825;40;1
AUV;826;76;1
AFV;827;21;0
AUV;828;92;0
AGV;829;48;0
AUV;830;76;1
ASV;831;90;0
AGV;832;15;0
ASV;833;98;0
AGV;834;31;0
AFV;835;22;1
AUV;836;64;0
AFV;837;30;1
AGV;838;11;1
AFV;839;5;1
AUV;840;5;0
ASV;841;7;1
ASV;842;22;0
ASV;843;83;0
AGV;844;39;0
AGV;845;68;0
ASV;846;27;0
AFV;847;25;0
ASV;848;52;0
ASV;849;28;1
ASV;850;19;1
AUV;851;94;1
AGV;852;34;0
ASV;853;39;1
AGV;854;59;0
ASV;855;84;1
AFV;856;99;0
ASV;857;72;1
AFV;858;90;1
ASV;859;66;0
AUV;860;26;1
AFV;861;92;0
AGV;862;47;1
AUV;863;14;0
ASV;864;75;1
ASV;865;96;0
AFV;866;89;0
AUV;867;97;0
AUV;868;68;1
ASV;869;100;0
AGV;870;63;0
AUV;871;7;1
ASV;872;34;1
AFV;873;57;1
AUV;874;51;1
AUV;875;93;0
AUV;876;56;1
ASV;877;58;0
ASV;878;85;1
AGV;879;100;0
AUV;880;91;0
AUV;881;79;0
AUV;882;5;1
AFV;883;64;1
AGV;884;42;1
AGV;885;41;0
ASV;886;96;1
AGV;887;58;1
AUV;888;54;1
AGV;889;32;0
AFV;890;50;0
AUV;891;41;0
AGV;892;90;1
AUV;893;29;1
ASV;894;1;0
ASV;895;1;0
AUV;896;11;0
AGV;897;92;1
AFV;898;50;0
AUV;899;64;0
AUV;900;12;1
ASV;901;88;1
AFV;902;81;0
AGV;903;89;1
AFV;904;25;1
AGV;905;9;0
AFV;906;8;0
AUV;907;36;0
AGV;908;76;0
AUV;909;54;0
AUV;910;100;1
AGV;911;98;1
AFV;912;41;1
ASV;913;38;1
AGV;914;31;1
AGV;915;23;1
ASV;916;38;1
ASV;917;39;1
AGV;918;48;1
ASV;919;88;1
AUV;920;17;0
AFV;921;81;1
ASV;922;51;0
AGV;923;17;1
ASV;924;15;0
AGV;925;9;0
ASV;926;11;0
AFV;927;32;0
AFV;928;73;0
ASV;929;33;0
AGV;930;60;0
AFV;931;72;1
AGV;932;37;1
AFV;933;8;1
AGV;934;13;0
AUV;935;60;0
ASV;936;96;1
ASV;937;5;1
AUV;938;41;1
ASV;939;36;1
AFV;940;19;1
ASV;941;9;1
AGV;942;10;0
AUV;943;89;0
AUV;944;31;1
AFV;945;67;1
ASV;946;67;1
AFV;947;65;1
AUV;948;13;0
AGV;949;19;0
AFV;950;1;1
AGV;951;26;0
AGV;952;4;1
AGV;953;48;0
AUV;954;54;1
AGV;955;39;1
AUV;956;50;0
AFV;957;10;0
AFV;958;37;0
ASV;959;12;1
AFV;960;28;0
AFV;961;1;0
AUV;962;4;1
ASV;963;80;0
AFV;964;84;1
AGV;965;23;0
AFV;966;90;1
AUV;967;92;0
AFV;968;13;1
ASV;969;40;1
ASV;970;17;0
AGV;971;78;0
AFV;972;35;1
AFV;973;4;0
AGV;974;90;1
AUV;975;27;0
ASV;976;4;1
AGV;977;76;0
AUV;978;37;1
AUV;979;37;0
AGV;980;47;1
AFV;981;64;1
ASV;982;62;0
ASV;983;88;0
AFV;984;32;0
AFV;985;55;1
ASV;986;33;0
ASV;987;65;1
ASV;988;58;0
AFV;989;0;0
AGV;990;70;0
AFV;991;93;1
AFV;992;75;0
AGV;993;100;1
AGV;994;54;0
AGV;995;89;0
ASV;996;7;0
AUV;997;86;1
ASV;998;53;0
AUV;999;23;1
ASV;1000;40;1
ASV;1001;0;1
ASV;1002;25;0
AUV;1003;38;1
AFV;1004;3;0
AUV;1005;13;1
ASV;1006;92;1
ASV;1007;28;1
AUV;1008;27;1
AGV;1009;5;1
AGV;1010;93;1
AGV;1011;96;0
ASV;1012;4;0
ASV;1013;24;1
ASV;1014;73;0
AUV;1015;87;1
AGV;1016;77;0
ASV;1017;90;1
AUV;1018;32;0
ASV;1019;90;0
ASV;1020;6;0
ASV;1021;93;1
AUV;1022;25;1
AGV;1023;57;0
AFV;1024;48;0
AFV;1025;8;1
AGV;1026;93;1
ASV;1027;94;0
ASV;1028;80;1
AUV;1029;80;0
AUV;1030;70;1
AFV;1031;91;1
AFV;1032;90;0
AGV;1033;80;1
AFV;1034;6;0
AFV;1035;25;1
AGV;1036;41;1
AUV;1037;63;0
AGV;1038;89;0
AFV;1039;35;1
ASV;1040;98;0
AUV;1041;35;0
ASV;1042;14;0
ASV;1043;54;0
AFV;1044;14;1
ASV;1045;15;0
ASV;1046;82;1
ASV;1047;31;0
ASV;1048;47;0
ASV;1049;72;0
AUV;1050;53;1
AFV;1051;45;1
AUV;1052;58;0
AUV;1053;14;1
AGV;1054;97;0
AGV;1055;42;1
AFV;1056;71;0
AUV;1057;54;0
ASV;1058;46;1
AGV;1059;52;0
ASV;1060;76;0
AUV;1061;40;1
ASV;1062;55;0
AGV;1063;78;0
AFV;1064;98;1
AFV;1065;74;0
AFV;1066;86;0
AUV;1067;2;1
AFV;1068;34;1
AUV;1069;47;0
AUV;1070;47;0
AFV;1071;95;1
AGV;1072;22;1
ASV;1073;30;0
ASV;1074;25;1
AUV;1075;74;0
AUV;1076;24;0
AGV;1077;9;0
AGV;1078;23;1
AUV;1079;70;1
ASV;1080;0;1
AGV;1081;10;0
AFV;1082;32;1
AUV;1083;92;1
AUV;1084;15;0
ASV;1085;69;1
AUV;1086;48;0
AUV;1087;13;0
AGV;1088;0;1
AUV;1089;19;0
AUV;1090;9;1
AUV;1091;95;1
AGV;1092;33;0
ASV;1093;32;0
ASV;1094;17;0
AGV;1095;65;1
ASV;1096;77;1
ASV;1097;25;0
AFV;1098;47;1
AUV;1099;49;0
AFV;1100;70;0
AGV;1101;30;0
AGV;1102;8;0
AFV;1103;49;1
AFV;1104;65;1
ASV;1105;28;1
AFV;1106;33;1
AGV;1107;77;1
AFV;1108;26;1
AGV;1109;94;1
AUV;1110;76;0
AUV;1111;40;0
ASV;1112;62;0
ASV;1113;43;1
AGV;1114;76;0
ASV;1115;97;1
ASV;1116;23;0
AUV;1117;13;0
AFV;1118;24;1
AFV;1119;64;1
ASV;1120;93;0
AFV;1121;60;1
AGV;1122;84;0
ASV;1123;20;0
AFV;1124;61;1
ASV;1125;60;0
AFV;1126;96;1
AFV;1127;92;0
AUV;1128;79;0
AGV;1129;52;0
AGV;1130;51;0
ASV;1131;66;1
AGV;1132;73;1
ASV;1133;18;0
AGV;1134;29;0
AUV;1135;82;1
AGV;1136;44;1
AUV;1137;2;0
AUV;1138;74;1
AFV;1139;46;1
AGV;1140;79;1
AUV;1141;29;0
ASV;1142;27;1
AFV;1143;34;0
AUV;1144;69;1
AFV;1145;65;0
AGV;1146;42;0
AUV;1147;43;0
AFV;1148;97;0
AFV;1149;42;1
AFV;1150;16;0
AFV;1151;13;0
AUV;1152;78;1
ASV;1153;78;1
AGV;1154;100;0
AGV;1155;54;0
AUV;1156;21;0
AUV;1157;9;0
AFV;1158;21;1
AGV;1159;38;1
AFV;1160;14;0
ASV;1161;38;1
AFV;1162;22;0
AUV;1163;89;1
AUV;1164;10;1
AUV;1165;94;0
AUV;1166;5;0
AUV;1167;62;0
AUV;1168;0;1
ASV;1169;41;0
AGV;1170;82;1
ASV;1171;39;0
AUV;1172;13;0
AUV;1173;24;0
ASV;1174;79;1
AFV;1175;38;1
AUV;1176;39;1
AUV;1177;93;0
AFV;1178;22;0
AFV;1179;28;0
AFV;1180;47;0
AFV;1181;3;1
AFV;1182;68;0
AUV;1183;21;0
AGV;1184;94;0
AGV;1185;57;1
AFV;1186;8;0
AUV;1187;21;1
AFV;1188;67;1
ASV;1189;16;0
ASV;1190;43;0
AFV;1191;17;1
AGV;1192;6;1
AUV;1193;7;0
AGV;1194;74;1
AGV;1195;89;1
AFV;1196;100;1
AGV;1197;85;0
AFV;1198;36;0
AUV;1199;23;1
AFV;1200;38;0
AFV;1201;61;1
AGV;1202;88;1
AGV;1203;54;1
AUV;1204;86;1
ASV;1205;52;0
ASV;1206;3;0
AFV;1207;46;1
AFV;1208;11;1
ASV;1209;80;1
ASV;1210;78;0
AUV;1211;38;0
AUV;1212;42;1
ASV;1213;37;1
AFV;1214;81;0
AUV;1215;28;0
AUV;1216;66;1
AUV;1217;57;0
AFV;1218;97;0
AUV;1219;37;0
AUV;1220;17;1
AGV;1221;63;1
ASV;1222;34;0
AGV;1223;15;1
AFV;1224;6;1
AGV;1225;40;0
ASV;1226;74;1
AFV;1227;85;1
AUV;1228;50;1
AGV;1229;56;1
AUV;1230;51;0
ASV;1231;43;1
ASV;1232;51;1
ASV;1233;17;0
AGV;1234;16;0
AGV;1235;71;0
AGV;1236;68;1
AUV;1237;67;0
AGV;1238;0;0
ASV;1239;53;1
AUV;1240;65;1
ASV;1241;32;0
AUV;1242;10;1
AFV;1243;72;1
AUV;1244;54;0
AUV;1245;14;0
AUV;1246;52;1
AGV;1247;28;0
AGV;1248;88;0
AFV;1249;35;1
AUV;1250;11;0
AGV;1251;80;0
AUV;1252;52;1
ASV;1253;74;0
AUV;1254;97;1
AGV;1255;90;1
ASV;1256;21;0
AGV;1257;34;1
AGV;1258;99;0
AFV;1259;50;0
AGV;1260;94;1
AUV;1261;92;1
ASV;1262;19;1
AFV;1263;93;1
ASV;1264;84;1
AGV;1265;72;0
AGV;1266;39;0
AGV;1267;18;1
AFV;1268;21;0
AGV;1269;52;0
AUV;1270;30;1
ASV;1271;90;0
AGV;1272;15;0
AUV;1273;32;0
ASV;1274;84;0
AFV;1275;18;0
ASV;1276;31;0
AFV;1277;21;0
AUV;1279;0;0
AGV;1280;26;0
AFV;1281;7;1
ASV;1282;31;0
AUV;1283;14;1
AUV;1284;98;1
AFV;1285;43;0
AUV;1286;63;1
AUV;1287;40;1
AFV;1288;64;1
ASV;1289;0;0
ASV;1290;99;1
AGV;1291;21;0
AGV;1292;38;0
AFV;1293;30;1
AGV;1294;66;0
ASV;1295;28;0
AGV;1296;67;0
ASV;1297;90;0
AUV;1298;0;1
ASV;1299;22;0
AUV;1300;70;1
AFV;1301;85;0
AGV;1302;51;0
ASV;1303;27;1
ASV;1304;81;0
AFV;1305;31;1
AUV;1306;43;1
ASV;1307;43;1
ASV;1308;22;0
AFV;1309;41;0
ASV;1310;83;0
ASV;1311;37;1
ASV;1312;74;0
AUV;1313;12;1
AFV;1314;36;1
AGV;1315;3;1
AGV;1316;2;1
AUV;1317;13;1
AUV;1318;71;0
AUV;1319;72;1
AFV;1320;27;1
AGV;1321;28;1
AUV;1322;7;1
AUV;1323;0;1
AFV;1324;66;1
ASV;1325;86;0
AFV;1326;9;1
AFV;1327;5;0
AGV;1328;58;1
AFV;1329;13;1
AUV;1330;5;0
AUV;1331;51;0
AGV;1332;94;1
AFV;1333;45;0
ASV;1334;90;0
AGV;1335;42;0
AGV;1336;92;0
AGV;1337;77;0
ASV;1338;70;1
AGV;1339;55;1
AFV;1340;54;0
AUV;1341;43;1
AGV;1342;41;1
AGV;1343;96;0
AFV;1344;16;0
AFV;1345;23;0
ASV;1346;55;1
ASV;1347;27;1
AGV;1348;81;1
AUV;1349;5;1
AGV;1350;58;0
ASV;1351;78;0
ASV;1352;15;0
AFV;1353;37;0
AGV;1354;17;1
AGV;1355;12;1
AUV;1356;4;1
AFV;1357;86;0
ASV;1358;64;1
AGV;1359;27;0
AGV;1360;43;1
ASV;1361;48;0
ASV;1362;22;1
AFV;1363;24;1
